内置番号,卡号,姓名,姓氏提取,匹配类型,骑砍ID,罗马音名,家族,文化,类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派,事件获取
27,32,武将,朝比奈泰朝,朝比奈泰朝,精确匹配,朝比奈泰朝,100,lord_1_asahina,clan_asahina_1,tokai,Asahina Yasutomo,Asahina Yasutomo,1538,1554,1569,刀剑,56,61,26,43,34,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,无,强袭,无,,,,,,只限武将,60,60,性急,胆小,普通,慎重,普通,25,艺术品,普通,嗜酒如命,藤原氏,已登场,朝比奈泰朝,城主,直臣,今川家,高天神城,无,已登场,朝比奈泰朝,城主,直臣,今川家,高天神城,无,已登场,朝比奈泰朝,城主,直臣,今川家,高天神城,无,已登场,朝比奈泰朝,城主,直臣,今川家,高天神城,无,已死亡,朝比奈泰朝,无效,无效,无,无效,无,已死亡,朝比奈泰朝,无效,无效,无,无效,无,已死亡,朝比奈泰朝,无效,无效,无,无效,无,已死亡,朝比奈泰朝,无效,无效,无,无效,无,已登场,朝比奈泰朝,浪人,其他,无,府内之町,无,无要求,,
28,33,武将,浅利胜赖,淺利勝賴,精确匹配,浅利胜赖,100,lord_1_asari,clan_asari_1,ou,Asari Katsuyori,Asari Katsuyori,1532,1554,1583,枪,51,52,40,29,42,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,无,拔突,无,,,,,,全职种,70,70,普通,勇敢,普通,慎重,普通,30,武具,普通,嗜酒如命,源氏,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已登场,浅利胜赖,家老,直臣,安东家,桧山城,无,已死亡,浅利胜赖,无效,无效,无,无效,无,已死亡,浅利胜赖,无效,无效,无,无效,无,已登场,浅利胜赖,浪人,其他,无,出石之町,无,无要求,,
29,34,武将,足利义昭,足利義昭,精确匹配,足利义昭,100,lord_1_ashikaga,clan_ashikaga_1,kinai,Ashikaga Yoshiaki,Ashikaga Yoshiaki,1537,1554,1597,刀剑,14,6,9,69,99,0,0,1,0,0,0,1,0,0,0,0,2,4,3,3,1,威风凛凛,强袭,无,,,,,,没那个意思,50,50,性急,胆小,理想,慎重,不重情义,95,艺术品,贪心,普通,源氏,未登场,足利义昭,侍大将,直臣,足利家,朽木谷城,无,未登场,足利义昭,浪人,其他,无,京之町,无,未登场,足利义昭,家老,直臣,足利家,二条城,无,已登场,足利义昭,大名,首领,足利家,二条城,无,已登场,足利义昭,浪人,其他,无,尾道之町,无,已登场,足利义昭,浪人,其他,无,尾道之町,无,已登场,足利义昭,浪人,其他,无,尾道之町,无,已死亡,足利义昭,无效,无效,无,无效,无,已登场,足利义昭,浪人,其他,无,浦户之町,无,不可,,主角织田信长，放逐将军
30,35,武将,足利义氏,足利義氏,精确匹配,足利义氏,100,lord_1_kogakubo,clan_kogakubo_1,kanto,Koga-Kubo Yoshiuji,Koga-Kubo Yoshiuji,1541,1554,1583,枪,26,19,43,42,78,0,0,0,0,1,0,0,0,1,0,0,2,3,2,2,2,威风凛凛,拔突,无,,,,,,没那个意思,80,80,温和,胆小,普通,普通,普通,29,艺术品,贪心,普通,源氏,未登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已登场,足利义氏,浪人,其他,无,小田原之町,无,已死亡,足利义氏,无效,无效,无,无效,无,已死亡,足利义氏,无效,无效,无,无效,无,已登场,足利义氏,浪人,其他,无,鸣门之町,无,一般条件,,
31,36,武将,足利义辉,足利義輝,精确匹配,足利义辉,100,dead_lord_1_ashikaga_4,clan_ashikaga_1,kinai,Ashikaga Yoshiteru,Ashikaga Yoshiteru,1536,1554,1565,刀剑,61,92,65,39,100,2,1,2,0,4,4,2,1,1,1,1,1,4,2,3,1,弓箭乱射，威风凛凛,强袭，连续斩，八神太刀，一之太刀，拔突，刚弓，神妙剑，当身，刚力，金刚力，铁壁，气声，辱骂，大喝，炯眼，罗刹，鸣弦，克己,剑豪,,,,,,没那个意思,18,18,普通,勇敢,理想,轻率,普通,67,武具,贪心,嗜酒如命,源氏,已登场,足利义藤,大名,首领,足利家,朽木谷城,新当流,已登场,足利义辉,大名,首领,足利家,朽木谷城,新当流,已登场,足利义辉,大名,首领,足利家,二条城,新当流,已死亡,足利义辉,无效,无效,无,无效,无,已死亡,足利义辉,无效,无效,无,无效,无,已死亡,足利义辉,无效,无效,无,无效,无,已死亡,足利义辉,无效,无效,无,无效,无,已死亡,足利义辉,无效,无效,无,无效,无,已登场,足利义辉,浪人,其他,无,宇须岸之町,新当流,一般条件,,
32,37,武将,芦名盛氏,蘆名盛氏,精确匹配,芦名盛氏,100,lord_1_ashina_2,clan_ashina_1,ou,Ashina Moriuji,Ashina Moriuji,1521,1554,1580,刀剑,72,68,80,81,85,2,2,1,0,2,2,0,0,0,0,0,1,1,1,0,1,无,强袭，拔突，刚弓，铁壁,无,,,,,芦名盛兴,只限武将,45,45,温和,普通,普通,轻率,普通,29,书籍,无欲,滴酒不沾,平氏,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已登场,芦名盛氏,大名,首领,芦名家,黑川城,无,已死亡,芦名盛氏,无效,无效,无,无效,无,已死亡,芦名盛氏,无效,无效,无,无效,无,已死亡,芦名盛氏,无效,无效,无,无效,无,已登场,芦名盛氏,浪人,其他,无,小仓之町,无,一般条件,,
33,38,武将,芦名盛兴,蘆名盛興,精确匹配,芦名盛兴,100,lord_1_ashina,clan_ashina_1,ou,Ashina Morioki,Ashina Morioki,1547,1560,1575,刀剑,59,32,61,44,51,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,无,强袭,无,芦名盛氏,32,,,芦名盛氏,只限武将,46,46,温和,普通,现实,慎重,重视情义,18,艺术品,普通,普通,平氏,未登场,芦名盛兴,家老,直臣,芦名家,黑川城,无,未登场,芦名盛兴,部将,陪臣（芦名盛氏）,芦名家,黑川城,无,已登场,芦名盛兴,家老,直臣,芦名家,黑川城,无,已登场,芦名盛兴,家老,直臣,芦名家,黑川城,无,已登场,芦名盛兴,家老,直臣,芦名家,黑川城,无,已死亡,芦名盛兴,无效,无效,无,无效,无,已死亡,芦名盛兴,无效,无效,无,无效,无,已死亡,芦名盛兴,无效,无效,无,无效,无,已登场,芦名盛兴,浪人,其他,无,姬路之町,无,无要求,,
34,39,武将,芦名盛重,蘆名盛重,姓氏推断,,75,ashina_morishige,clan_ashina_1,ou,Ashina Morishige,,1575,1590,1631,刀剑,31,25,31,38,19,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,无,强袭,无,佐竹义重,347,佐竹义昭,346,宇都宫国纲 佐竹义昭 佐竹义重 佐竹义宣,只限武将,20,20,普通,胆小,普通,轻率,普通,55,书籍,普通,普通,平氏,未登场,佐竹义广,侍大将,直臣,佐竹家,太田城,无,未登场,佐竹义广,侍大将,陪臣（佐竹义重）,佐竹家,太田城,无,未登场,佐竹义广,家老,直臣,佐竹家,太田城,无,未登场,佐竹义广,侍大将,直臣,佐竹家,太田城,无,未登场,佐竹义广,侍大将,直臣,佐竹家,太田城,无,未登场,芦名盛重,侍大将,直臣,芦名家,黑川城,无,未登场,芦名盛重,侍大将,直臣,芦名家,黑川城,无,已登场,芦名盛重,城主,直臣,佐竹家,太田城,无,已登场,芦名盛重,浪人,其他,无,小诸之町,无,无要求,,
35,40,武将,芦名盛隆,蘆名盛隆,姓氏推断,,75,ashina_moritaka,clan_ashina_1,ou,Ashina Moritaka,,1561,1575,1584,刀剑,27,51,42,58,41,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,无,强袭,无,二阶堂盛义,820,,,二阶堂盛义,只限武将,16,16,普通,胆小,普通,轻率,普通,65,书籍,贪心,嗜酒如命,平氏,未登场,芦名盛隆,家老,直臣,芦名家,黑川城,无,未登场,芦名盛隆,部将,陪臣（芦名盛氏）,芦名家,黑川城,无,未登场,芦名盛隆,家老,直臣,芦名家,黑川城,无,未登场,芦名盛隆,家老,直臣,芦名家,黑川城,无,已登场,芦名盛隆,家老,直臣,芦名家,黑川城,无,已登场,芦名盛隆,大名,首领,芦名家,黑川城,无,已登场,芦名盛隆,大名,首领,芦名家,黑川城,无,已死亡,芦名盛隆,无效,无效,无,无效,无,已登场,芦名盛隆,浪人,其他,无,甲府之町,无,无要求,,
36,42,武将,阿苏惟将,阿蘇惟將,精确匹配,阿苏惟将,100,lord_1_aso,clan_aso_1,saikai,Aso Koremasa,Aso Koremasa,1551,1560,1583,刀剑,41,37,50,51,56,0,1,2,0,0,0,1,1,0,1,1,0,0,1,1,0,无,强袭,无,阿苏惟丰,850,,,阿苏惟丰,只限武将,52,52,温和,胆小,理想,慎重,普通,34,书籍,贪心,普通,其他,未登场,阿苏惟将,家老,直臣,阿苏家,岩尾城,无,已登场,阿苏惟将,家老,直臣,阿苏家,岩尾城,无,已登场,阿苏惟将,大名,首领,阿苏家,岩尾城,无,已登场,阿苏惟将,大名,首领,阿苏家,岩尾城,无,已登场,阿苏惟将,大名,首领,阿苏家,岩尾城,无,已登场,阿苏惟将,大名,首领,阿苏家,岩尾城,无,已死亡,阿苏惟将,无效,无效,无,无效,无,已死亡,阿苏惟将,无效,无效,无,无效,无,已登场,阿苏惟将,浪人,其他,无,甲府之町,无,一般条件,,
37,43,武将,安宅信康,安宅信康,精确匹配,安宅信康,100,lord_1_atagi,clan_atagi_1,kinai,Atagi Nobuyasu,Atagi Nobuyasu,1549,1563,1578,刀剑,55,67,43,37,51,2,1,2,4,1,0,1,0,1,0,1,1,1,0,2,0,水上拖延，蝴蝶之阵,强袭,无,安宅冬康,38,,,安宅冬康,全职种,49,3,普通,勇敢,普通,普通,不重情义,40,南蛮物,普通,嗜酒如命,其他,未登场,安宅信康,船头,直臣,淡路水军,洲本之砦,无,未登场,安宅信康,船大将,直臣,淡路水军,洲本之砦,无,已登场,安宅信康,船头,直臣,淡路水军,洲本之砦,无,已登场,安宅信康,头领,首领,淡路水军,洲本之砦,无,已登场,安宅信康,头领,首领,淡路水军,洲本之砦,无,已死亡,安宅信康,无效,无效,无,无效,无,已死亡,安宅信康,无效,无效,无,无效,无,已死亡,安宅信康,无效,无效,无,无效,无,已登场,安宅信康,浪人,其他,无,柳川之町,无,一般条件,,
38,44,武将,安宅冬康,安宅冬康,精确匹配,安宅冬康,100,dead_lord_1_atagi_2,clan_atagi_1,kinai,Atagi Fuyuyasu,Atagi Fuyuyasu,1528,1554,1564,刀剑,61,50,39,61,53,1,0,1,3,1,1,2,0,1,1,1,0,3,1,3,1,水上拖延,强袭,无,(三好元长),1333,(三好长秀),1331,安宅信康 十河一存 十河存保 三好笑岩 三好长治 三好长庆 三好义兴 三好实休 三好义继,全职种,49,24,温和,普通,普通,轻率,重视情义,22,武具,普通,普通,其他,已登场,安宅冬康,头领,首领,淡路水军,洲本之砦,无,已登场,安宅冬康,头领,首领,淡路水军,洲本之砦,无,已登场,安宅冬康,头领,首领,淡路水军,洲本之砦,无,已死亡,安宅冬康,无效,无效,无,无效,无,已死亡,安宅冬康,无效,无效,无,无效,无,已死亡,安宅冬康,无效,无效,无,无效,无,已死亡,安宅冬康,无效,无效,无,无效,无,已死亡,安宅冬康,无效,无效,无,无效,无,已登场,安宅冬康,浪人,其他,无,奈良之町,无,一般条件,,
11,14,秋田实季,秋田,需新建,lord_1_akita,Akita Sanesue,,,,,1576,1590,1659,战死,安东爱季,56,,,安东爱季,全职种,21,21,普通,胆小,现实,慎重,普通,47,艺术品,普通,普通,其他,刀剑,58,46,55,62,59,0,1,1,0,0,0,1,0,0,1,2,1,2,2,3,0,无,强袭,无,一般条件,,,未登场,安东实季,部将,直臣,安东家,桧山城,无,未登场,安东实季,部将,陪臣（安东爱季）,安东家,桧山城,无,未登场,安东实季,部将,陪臣（安东爱季）,安东家,桧山城,无,未登场,安东实季,部将,陪臣（安东爱季）,安东家,桧山城,无,未登场,安东实季,部将,直臣,安东家,桧山城,无,未登场,安东实季,部将,直臣,安东家,桧山城,无,未登场,安东实季,部将,直臣,安东家,凑城,无,已登场,秋田实季,大名,首领,秋田家,桧山城,无,已登场,安东实季,足轻大将,直臣,东乡家,盛冈城,无,
40,47,武将,穴山小助,穴山小助,姓氏推断,,50,anayama_kosuke,clan_anayama_1,tosan,Anayama Kosuke,,1584,1598,1615,枪,64,80,50,79,68,2,1,1,1,0,2,1,0,0,0,0,0,0,1,0,3,无,强袭，拔突，铁壁，伤药,无,,,,,,全职种,49,49,普通,普通,理想,慎重,重视情义,17,武具,无欲,普通,源氏,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山信君）,武田家,踯躅崎馆,无,未登场,穴山小助,足轻组头,陪臣（穴山梅雪）,武田家,骏府城,无,未登场,穴山小助,浪人,其他,无,甲府之町,无,已登场,穴山小助,浪人,其他,无,甲府之町,无,已登场,穴山小助,足轻组头,直臣,小笠原家,小仓城,无,一般条件,,
41,48,武将,穴山梅雪,穴山梅雪,姓氏推断,,50,anayama_baisetsu,clan_anayama_1,tosan,Anayama Baiesetsu,,1541,1555,1582,刀剑,51,22,66,64,55,1,2,1,0,1,0,1,0,1,2,2,1,1,1,1,1,无,强袭,无,,,,,,全职种,86,86,普通,胆小,现实,轻率,不重情义,45,艺术品,贪心,普通,源氏,未登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,未登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,已登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,已登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,已登场,穴山信君,部将,直臣,武田家,踯躅崎馆,无,已登场,穴山梅雪,城主,直臣,武田家,骏府城,无,已死亡,穴山梅雪,无效,无效,无,无效,无,已死亡,穴山梅雪,无效,无效,无,无效,无,已登场,穴山梅雪,当家,首领,浴池屋,甲府之町,无,一般条件,,
42,50,武将,姊小路赖纲,姊小路賴綱,精确匹配,姊小路赖纲,100,lord_1_anekouji_2,clan_anekouji_1,tosan,Anekouji Yoritsuna,Anekouji Yoritsuna,1540,1554,1587,刀剑,61,50,53,70,60,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,无,强袭,无,姊小路良赖,907,三木直赖,899,三木直赖 姊小路良赖,全职种,20,20,普通,胆小,普通,轻率,普通,58,艺术品,贪心,普通,藤原氏,未登场,三木自纲,家老,直臣,三木家,松仓城,无,已登场,三木自纲,家老,直臣,三木家,松仓城,无,已登场,三木自纲,家老,直臣,三木家,松仓城,无,已登场,姊小路赖纲,家老,直臣,姊小路家,松仓城,无,已登场,姊小路赖纲,大名,首领,姊小路家,松仓城,无,已登场,姊小路赖纲,大名,首领,姊小路家,松仓城,无,已登场,姊小路赖纲,大名,首领,姊小路家,松仓城,无,已死亡,姊小路赖纲,无效,无效,无,无效,无,已登场,姊小路赖纲,足轻组头,直臣,小笠原家,小仓城,无,一般条件,,
12,15,秋山虎繁,秋山,需新建,lord_1_akiyamatorahan,Akiyama Torashige,,,,,1531,1554,1575,战死,,,,,,只限武将,60,60,普通,普通,现实,普通,普通,33,武具,普通,嗜酒如命,源氏,刀剑,75,65,59,70,69,2,2,1,1,1,1,1,2,0,1,0,0,2,1,0,1,无,强袭，二连苦无,无,一般条件,,,已登场,秋山虎繁,足轻大将,直臣,武田家,踯躅崎馆,无,已登场,秋山虎繁,侍大将,直臣,武田家,踯躅崎馆,无,已登场,秋山虎繁,侍大将,直臣,武田家,踯躅崎馆,无,已登场,秋山虎繁,侍大将,直臣,武田家,踯躅崎馆,无,已登场,秋山虎繁,城主,直臣,武田家,岩村城,无,已死亡,秋山虎繁,无效,无效,无,无效,无,已死亡,秋山虎繁,无效,无效,无,无效,无,已死亡,秋山虎繁,无效,无效,无,无效,无,已登场,秋山虎繁,中忍,直臣,伊贺众,伊贺之里,无,
44,55,武将,尼子胜久,尼子勝久,精确匹配,尼子胜久,100,lord_1_amago,clan_amago_1,sanyo,Amago Katsuhisa,Amago Katsuhisa,1553,1567,1578,刀剑,55,53,59,28,42,2,1,1,1,1,2,0,0,0,0,0,0,3,0,1,1,无,强袭，拔突，铁壁,无,尼子诚久,840,尼子国久,839,尼子国久 尼子诚久,全职种,17,17,普通,普通,普通,轻率,普通,67,书籍,普通,普通,源氏,未登场,尼子胜久,足轻组头,陪臣（尼子诚久）,尼子家,白鹿城,无,未登场,尼子胜久,浪人,其他,无,京之町,无,未登场,尼子胜久,足轻组头,直臣,尼子家,月山富田城,无,已登场,尼子胜久,浪人,其他,无,京之町,无,已登场,尼子胜久,浪人,其他,无,京之町,无,已死亡,尼子胜久,无效,无效,无,无效,无,已死亡,尼子胜久,无效,无效,无,无效,无,已死亡,尼子胜久,无效,无效,无,无效,无,已登场,尼子胜久,浪人,其他,无,鸟取之町,无,一般条件,,
45,58,武将,尼子晴久,尼子晴久,姓氏推断,,75,amago_haruhisa,clan_amago_1,sanyo,Amago Haruhisa,,1514,1554,1560,刀剑,69,58,54,71,35,2,2,1,1,2,0,2,0,1,0,1,0,1,1,0,0,无,强袭，刚弓,无,,,(尼子经久),1340,尼子义久 尼子国久 尼子诚久,只限武将,12,62,性急,勇敢,普通,轻率,重视情义,86,武具,贪心,普通,源氏,已登场,尼子晴久,大名,首领,尼子家,月山富田城,无,已登场,尼子晴久,大名,首领,尼子家,月山富田城,无,已登场,尼子晴久,大名,首领,尼子家,月山富田城,无,已死亡,尼子晴久,无效,无效,无,无效,无,已死亡,尼子晴久,无效,无效,无,无效,无,已死亡,尼子晴久,无效,无效,无,无效,无,已死亡,尼子晴久,无效,无效,无,无效,无,已死亡,尼子晴久,无效,无效,无,无效,无,已登场,尼子晴久,浪人,其他,无,出石之町,无,一般条件,,
46,59,武将,尼子义久,尼子義久,姓氏推断,,75,amago,clan_amago_1,sanyo,Amago Yoshihisa,,1540,1554,1610,刀剑,47,40,46,32,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,无,强袭,无,尼子晴久,45,,,尼子晴久,没那个意思,12,62,普通,胆小,现实,普通,普通,32,艺术品,贪心,普通,源氏,已登场,尼子义久,家老,直臣,尼子家,月山富田城,无,已登场,尼子义久,家老,直臣,尼子家,月山富田城,无,已登场,尼子义久,家老,直臣,尼子家,月山富田城,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,严岛之町,无,已登场,尼子义久,浪人,其他,无,岐阜之町,无,一般条件,,
47,60,武将,天野隆重,天野隆重,精确匹配,天野隆重,100,lord_1_amano,clan_amano_1,sanyo,Amano Takashige,Amano Takashige,1503,1554,1584,刀剑,66,60,33,59,52,2,2,2,0,1,1,3,0,0,0,0,0,0,0,0,1,无,强袭,无,,,,,,全职种,35,35,温和,勇敢,普通,慎重,普通,41,武具,普通,嗜酒如命,藤原氏,已登场,天野隆重,部将,直臣,大内家,山口城,无,已登场,天野隆重,部将,直臣,大内家,山口城,无,已登场,天野隆重,侍大将,直臣,毛利家,吉田郡山城,无,已登场,天野隆重,城主,直臣,毛利家,月山富田城,无,已登场,天野隆重,部将,陪臣（吉川元春）,毛利家,月山富田城,无,已登场,天野隆重,部将,陪臣（吉川元春）,毛利家,月山富田城,无,已登场,天野隆重,部将,陪臣（吉川元长）,毛利家,月山富田城,无,已死亡,天野隆重,无效,无效,无,无效,无,已登场,天野隆重,浪人,其他,无,江户之町,无,无要求,,
48,61,武将,天野康景,天野康景,姓氏推断,,50,amano_yasukage,clan_amano_1,sanyo,Amano Yasukage,,1537,1554,1613,刀剑,51,42,69,53,38,0,1,0,0,1,0,0,0,1,3,2,2,1,2,1,0,无,强袭,无,,,,,,全职种,89,89,普通,普通,现实,慎重,重视情义,17,书籍,无欲,普通,藤原氏,未登场,天野康景,足轻大将,直臣,松平家,冈崎城,无,已登场,天野康景,足轻组头,陪臣（松平元康）,今川家,骏府城,无,已登场,天野康景,足轻大将,陪臣（松平元康）,今川家,冈崎城,无,已登场,天野康景,足轻大将,直臣,德川家,冈崎城,无,已登场,天野康景,足轻大将,陪臣（德川信康）,德川家,冈崎城,无,已登场,天野康景,足轻大将,直臣,德川家,滨松城,无,已登场,天野康景,足轻大将,直臣,德川家,滨松城,无,已登场,天野康景,侍大将,直臣,德川家,江户城,无,已登场,天野康景,浪人,其他,无,骏府之町,无,无要求,,
