类别,所属域,太阁原词,例句,我们侧名,值类型,语义,参数,档,载体,存档键,实现锚点,频率
属性,人物,開墾技能,調查:(人物::主人公.開墾技能)>=(4),Hero.skill_farming,数字,開墾技能,—,T3,外置仓,lwn_scn_attr,同前缀,17
属性,人物,關係經緯,調查:(人物::ＭＰ主人.關係經緯)==(0),Hero.relation_graph,枚举:關係經緯,关系经纬（值：主人公背叛 / 此武將背叛 / 1 / 0 / 其他 / 圓滿）,—,T3,外置仓,lwn_scn_attr,同名,54
属性,人物,離家標誌,更新:(人物::小野忠明.離家標誌)(離家),Hero.away_flag,布尔,離家標誌（TK5 拼写：在家 / 離家 / 0 / 1 → true/false）,—,T3,外置仓,lwn_scn_attr,同名,354
属性,人物,類別,調查:(人物::人物Ａ.類別)!=(人物類別::泛用對手),Hero.category,枚举:人物類別,类别,—,T3,外置仓,lwn_scn_attr,同名,14
属性,人物,飲酒,調查:(人物::主人公.飲酒)==(2),Hero.drinking,数字,饮酒,—,T3,外置仓,lwn_scn_attr,同名,7
属性,人物,騎馬技能,代入ｂ:(變量::ｂ)+(人物::主人公.騎馬技能),Hero.skill_cavalry,数字,騎馬技能,—,T3,外置仓,lwn_scn_attr,同前缀,20
属性,人物,魅力,調查:(人物::主人公.魅力)>=(60),Hero.charm,数字,魅力,—,T3,外置仓,lwn_scn_attr,同名,4
属性,人物 / 城,所屬大名家,調查:(人物::主人公.所屬大名家)!=(大名家::德川家康),Hero.clan / Settlement.clan,对象:家族,归属家族,—,T1,引擎,无,`hero.Clan` / `settlement.OwnerClan` / 引擎写,5589
属性,人物 / 砦,所屬海賊衆,代入海賊衆Ａ:(人物::主人公.所屬海賊衆),Hero.pirate_group / Settlement.pirate_group,对象:组织,所屬海賊衆,—,T3-预留,外置仓,lwn_scn_attr,字段进外置仓，存得下读得出 / set_attr,141
属性,人物 / 軍團,所屬勢力,代入勢力Ａ:(人物::毛利輝元.所屬勢力),Hero.faction / Army.faction,对象:王国,归属势力,—,T1,引擎,无,`hero.MapFaction` / 部队所属王国 / 引擎写,72
属性,人物 / 里,所屬忍者衆,代入忍者衆Ａ:(人物::主人公.所屬忍者衆),Hero.ninja_group / Settlement.ninja_group,对象:组织,所屬忍者衆,—,T3-预留,外置仓,lwn_scn_attr,字段进外置仓，存得下读得出 / set_attr,120
属性,勢力,勢力類型,調查:(勢力::勢力Ｂ.勢力類型)==(0),Faction.type,数字,类型,—,T2,引擎,无,王国 / 家族 / 小家族 三分 → 枚举组合器 / 引擎写（带换算）,3
属性,勢力 / 商家 / 大名家 / 忍者衆 / 流派 / 海賊衆,存在,調查:(流派::主人公流派.存在),exists,布尔,存在,—,T1,引擎,无,`exists`,7513
属性,勢力 / 商家 / 大名家 / 忍者衆 / 海賊衆,當主,代入人物Ｂ:(海賊衆::熊野水軍.當主),Clan.leader / Faction.leader / Org.leader,对象:人物,是否家主,—,T1,引擎,无,`clan.Leader` / `kingdom.Leader`（组织侧见 §3.3） / 引擎写,296
属性,勢力 / 忍者衆 / 海賊衆,本據,代入據點Ｂ:(勢力::勢力Ｂ.本據),Faction.home / Org.home,对象:据点,本城,—,T1,引擎,无,`kingdom.FactionMidSettlement` / 引擎写,159
属性,卡,所持標誌,調查:(卡::四海踏破.所持標誌)==(1),Card.held,布尔,所持標誌（TK5 拼写：1 / 0 / 沒持有 / 已發生 / 持有中 → true/false）,—,T3,外置仓,lwn_scn_attr,同前缀,500
属性,商家,商業圈数,調查:(商家::商家Ａ.商業圈数)>=(8),Org.merchant_net,数字,商业圈数,—,T3-预留,外置仓,lwn_scn_attr,同前缀,1
属性,商家,本店,調查:(據點::發生據點)==(商家::商家Ａ.本店),Org.hq,对象:据点,本店,—,T3-预留,外置仓,lwn_scn_attr,同前缀,15
属性,商家 / 大名家 / 忍者衆 / 海賊衆,與主人公關係,調查:(大名家::大名家Ａ.與主人公關係)==(0),Clan.relation_to_player / Org.relation_to_player,枚举:與主人公關係,與主人公關係（值：背叛了 / 0 / 未發生）,—,T3,外置仓,lwn_scn_attr,同前缀,48
属性,商家 / 忍者衆 / 海賊衆,未知３,更新:(商家::商家Ａ.未知３)(偽),unknown_3,布尔,未知３,—,T0,无,无,解析碎片原样保留,5
属性,地方 / 官職,1,調查:(官職::筑前守.1)==(人物::無效),title.attr_1 / Region.attr_1,对象:人物,地方支配大名家（== 大名家::X）,—,T3,外置仓,lwn_scn_attr,编号字段原样保留,53
属性,城,住民安定度,調查:(城::城Ａ.住民安定度)>=(70),Settlement.security,数字,治安,—,T1,引擎,无,`town.Security` / 引擎写,115
属性,城,城主,代入人物Ｄ:(城::城Ｃ.城主),Settlement.owner,对象:人物,归属/城主,—,T1,引擎,无,`settlement.OwnerClan.Leader` / 引擎写,2451
属性,城,城番號,"容器排除:(城,城番號,城Ａ)",Settlement.index,对象:据点,城番號,—,T3,外置仓,lwn_scn_attr,同前缀,76
属性,城,基準石高,調查:(城::城Ａ.基準石高)>=(變量::ｇ),Settlement.kokudaka_base,数字,基準石高,—,T3,外置仓,lwn_scn_attr,同前缀,48
属性,城,大筒,代入ｅ:(城::城Ａ.大筒),Settlement.materials_cannon,数字/对象,大筒,—,T3,外置仓,lwn_scn_attr,同前缀,7
属性,城,暴動標誌,更新:(城::吉田.暴動標誌)(真偽::真),Settlement.rebellion,布尔,叛乱状态（TK5 拼写：真偽::偽 / 真偽::真 → true/false）,—,T2,引擎,无,忠诚度低于阈值 或 引擎叛乱状态 / 引擎写（带换算）,43
属性,城,現石高,調查:(城::城Ｃ.現石高)>(城::城Ｄ.現石高),Settlement.kokudaka,数字,石高,—,T2,引擎,无,↔ `town.Prosperity`，换算见 §4.4 / 引擎写（带换算）,88
属性,城,現礦山,代入ｈ:(城::城Ａ.現礦山)+(5),Settlement.mine,数字,矿山,—,T3,外置仓,lwn_scn_attr,无对应 → 外置数值 / set_attr,54
属性,城,礦山最高值,調查:(城::城Ａ.礦山最高值)>=(變量::ｈ),Settlement.mine_max,数字,矿山最高值,—,T3,外置仓,lwn_scn_attr,同前缀,30
属性,城 / 據點,規模,調查:(據點::觀音寺城.規模)<(29),Settlement.scale,数字,规模,—,T3,外置仓,lwn_scn_attr,同前缀,82
属性,城 / 據點 / 町,所在地方,調查:(城::城Ａ.所在地方)!=(地方::近畿),Settlement.region,对象:区域,所在国/地方,—,T2,数据包,无,骑砍2 无省级层 → 数据包区域表反查（§3.3） / 不可写,242
属性,城 / 據點 / 町,所屬國,調查:(城::城Ａ.所屬國)==(據點::發生據點.所屬國),Settlement.province,对象:区域,所屬國,—,T3,外置仓,lwn_scn_attr,同前缀,719
属性,城 / 砦 / 軍團 / 里,士氣,代入ｍ:(城::城Ａ.士氣),Settlement.morale / Army.morale,数字,士气,—,T2,引擎,无,部队 → `mobileParty.Morale` 直通；据点 → 借 `town.Loyalty`（0~100 同量纲） / 引擎写（据点侧带换算）,344
属性,城 / 砦 / 里,兵糧,調查:(城::城Ａ.兵糧)>=(10000),Settlement.food,数字,兵粮,—,T1,引擎,无,`town.FoodStocks`（村庄按所属城读） / 引擎写,279
属性,城 / 砦 / 里,戰鬥標誌,調查:(城::城Ｂ.戰鬥標誌)==(0),Settlement.siege,布尔,战斗/围城状态（TK5 拼写：0 / 1 / 未發生 → true/false）,—,T1,引擎,无,`settlement.IsUnderSiege` / 引擎写,128
属性,城 / 砦 / 里,訓練度,調查:(城::城Ｃ.訓練度)<(90),Settlement.training,数字,训练度,—,T3,外置仓,lwn_scn_attr,骑砍2 驻军无训练度 → 外置数值，投影到驻军兵种升级 / set_attr,119
属性,城 / 砦 / 里,軍資金,調查:(城::城Ａ.軍資金)<=(變量::ａ),Settlement.funds,数字,军资金,—,T2,引擎,无,`town.Gold`（城镇金库），量纲见 §4.4 / 引擎写（带换算）,309
属性,城 / 砦 / 里,防御度,調查:(城::城Ｂ.防御度)>=(50),Settlement.defense,数字,防御度,—,T2,引擎,无,城墙等级 + 城墙血量归一到 0~100 / 引擎写（带换算）,190
属性,城 / 軍團,軍馬,代入ｃ:(城::城Ａ.軍馬),Settlement.materials_horse / Army.materials_horse,数字,軍馬,—,T3,外置仓,lwn_scn_attr,同前缀,54
属性,城 / 軍團,鐵砲,代入ｄ:(城::城Ｂ.鐵砲)/(2),Settlement.materials_gun / Army.materials_gun,数字,鐵砲,—,T3,外置仓,lwn_scn_attr,同前缀,184
属性,城 / 里,兵士数,調查:(城::城Ａ.兵士数)>=(10000),Settlement.garrison,数字,驻军,—,T1,引擎,无,驻军 roster 总人数 / 只读,384
属性,大名家,10,更新:(大名家::上杉景勝.10)(城::橡尾),Clan.attr_10,对象:据点,大名家据点目标槽（与 戰略目標 并列写入同一据点）,—,T3,外置仓,lwn_scn_attr,编号字段原样保留,14
属性,大名家,24,調查:(大名家::大名家Ａ.24)==(商家::商家Ａ.當主),Clan.attr_24,对象:人物,大名家关联人物槽（== 商家Ａ.當主 / 今井宗久，御用商人形态）,—,T3,外置仓,lwn_scn_attr,编号字段原样保留,5
属性,大名家,25,調查:(大名家::大名家Ｂ.25)<(1),Clan.attr_25,数字,大名家数值槽（<1 / 赋 12）,—,T3,外置仓,lwn_scn_attr,编号字段原样保留,4
属性,大名家,26,更新:(大名家::上杉謙信.26)(31),Clan.attr_26,数字,大名家位掩码槽（赋 31 / 2097183）,—,T3,外置仓,lwn_scn_attr,编号字段原样保留,6
属性,大名家,停止進攻,更新:(大名家::足利義昭.停止進攻)(真),Clan.ceasefire,布尔,停止进攻,—,T3,外置仓,lwn_scn_attr,同前缀,121
属性,大名家,出奔計數器,更新:(大名家::大名家Ｄ.出奔計數器)(5),Clan.deserter_count,数字,出奔计数器,—,T3,外置仓,lwn_scn_attr,同前缀,3
属性,大名家,城数,調查:(大名家::島津義久.城数)<(9),Clan.settlements,数字,城数,—,T1,引擎,无,`clan.Settlements.Count` / 只读,87
属性,大名家,大名家番號,"容器排除:(大名家,大名家番號,大名家Ａ)",Clan.index,对象:家族,大名家番號,—,T3,外置仓,lwn_scn_attr,同前缀,208
属性,大名家,大方針目標,更新:(大名家::大名家Ｂ.大方針目標)(國::山城),Clan.policy_goal,对象:区域,大方针目标,—,T3,外置仓,lwn_scn_attr,同前缀,25
属性,大名家,朝廷貢献度,更新:(大名家::大名家Ａ.朝廷貢献度)(255),Clan.court_favor,数字,朝廷贡献度,—,T3,外置仓,lwn_scn_attr,同前缀,6
属性,大名家,未知9,更新:(大名家::上杉景勝.未知9)(偽),unknown_9,布尔,未知9,—,T0,无,无,解析碎片原样保留,22
属性,大名家,本城,代入城Ａ:(大名家::大名家Ａ.本城),Clan.home,对象:据点,本城,—,T1,引擎,无,`clan.HomeSettlement` / 引擎写,2298
属性,大名家 / 忍者衆,大方針,更新:(大名家::大名家Ｂ.大方針)(分國統一),Clan.policy / Org.policy,枚举:大方針,大方针（值：分國統一 / 統一天下 / 上洛 / 里守備 / 地方統一 / 3）,—,T3,外置仓,lwn_scn_attr,02 战略层方针（骑砍2 AI 无显式方针字段） / set_attr,125
属性,大名家 / 忍者衆 / 海賊衆,戰略,更新:(大名家::大名家Ａ.戰略)(國內統一),Clan.strategy / Org.strategy,枚举:戰略,战略（值：大名攻略 / 領土守備 / 國內統一 / 3 / 統一天下 / 領土發展 / 地方統一 / 敵城攻略）,—,T3,外置仓,lwn_scn_attr,同上 / set_attr,470
属性,大名家 / 忍者衆 / 海賊衆,戰略目標,更新:(大名家::大名家Ａ.戰略目標)(國::越前),Clan.strategy_goal / Org.strategy_goal,对象:家族,战略目标,—,T3,外置仓,lwn_scn_attr,同前缀,286
属性,大名家 / 忍者衆 / 海賊衆,支配力,調查:(忍者衆::忍者衆Ａ.支配力)>=(7),Clan.power / Org.power,数字,支配力,—,T2,引擎,无,`clan.TotalStrength` 归一（只读，禁止剧本直写） / 只读,177
属性,忍者衆 / 海賊衆,支持大名家,調查:(忍者衆::忍者衆Ｂ.支持大名家)!=(大名家::無效),Org.supporter,对象:家族,支持大名家,—,T3-预留,外置仓,lwn_scn_attr,同前缀,21
属性,據點,地形,調查:(據點::據點Ｃ.地形)!=(2),Settlement.terrain,数字,地形,—,T3,外置仓,lwn_scn_attr,同前缀,2
属性,據點,據點種類,調查:(據點::發生據點.據點種類)==(2),Settlement.kind,数字,據點種類,—,T3,外置仓,lwn_scn_attr,同前缀,54
属性,據點,據點類型,調查:(據點::發生據點.據點類型)==(4),Settlement.type,数字,类型,—,T1,引擎,无,`IsTown` / `IsCastle` / `IsVillage` 组合 / 引擎写,223
属性,據點,攻め取りカウンタ,調查:(據點::據點Ａ.攻め取りカウンタ)<(1),Settlement.attack,数字,攻城计数器,—,T3,外置仓,lwn_scn_attr,同前缀,1
属性,流派,印可狀標誌,更新:(流派::鐘捲.印可狀標誌)(真偽::真),Card.license_flag,布尔,印可状标记（TK5 拼写：真偽::真 / 真偽::偽 → true/false）,—,T3,外置仓,lwn_scn_attr,同前缀,28
属性,流派,宗家,調查:(流派::中條.宗家)==(人物::富田勢源),Card.sword_hq,对象:人物,宗家,—,T3,外置仓,lwn_scn_attr,同前缀,9
属性,流派,道場打破可能標誌,調查:(流派::寶藏院.道場打破可能標誌)==(真偽::真),Card.dojo_break,布尔,道場打破可能標誌（TK5 拼写：真偽::真 → true/false）,—,T3,外置仓,lwn_scn_attr,同前缀,3
属性,海賊衆,大型船建造技術,更新:(海賊衆::海賊衆Ｂ.大型船建造技術)(量産可能),Org.tech_large_vessel,数字,大型船建造技術,—,T3-预留,外置仓,lwn_scn_attr,同前缀,3
属性,海賊衆,海賊衆番號,"容器排除:(海賊衆,海賊衆番號,海賊衆Ａ)",Org.index,对象:组织,海賊衆番號,—,T3-预留,外置仓,lwn_scn_attr,同前缀,3
属性,海賊衆,鐵甲船建造技術,更新:(海賊衆::海賊衆Ａ.鐵甲船建造技術)(可能),Org.tech_vessel,枚举:鐵甲船建造技術,鐵甲船建造技術（值：可能 / 2 / 1 / 0 / 量産可能）,—,T3-预留,外置仓,lwn_scn_attr,同前缀,12
属性,物品,價值,調查:(物品::物品Ａ.價值)>=(5),Item.value_grade,数字,價值,—,T3,外置仓,lwn_scn_attr,同前缀,13
属性,物品,價格,代入ｐ:(物品::物品Ａ.價格)/(10),Item.price,数字,價格,—,T3,外置仓,lwn_scn_attr,同前缀,14
属性,物品,所有個数,調查:(物品::斗篷.所有個数)>=(1),Item.count,数字,所有個数,—,T3,外置仓,lwn_scn_attr,同前缀,148
属性,物品,所有者,更新:(物品::地球儀.所有者)(人物::天皇),Item.owner,对象:人物,归属/城主,—,T2,外置仓,lwn_scn_attr,骑砍2 物品无所有者字段 → 剧本物品持有表（§4.4） / set_attr,287
属性,物品,物品番號,"容器篩選:(物品,物品番號,350)",Item.index,对象:物品,物品番號,—,T3,外置仓,lwn_scn_attr,同前缀,4
属性,物品,物品類型,調查:(物品::物品Ａ.物品類型)==(物品類型::茶器),Item.type,枚举:物品類型,类型,—,T1,引擎,无,`ItemObject.ItemType` / 引擎写,3
属性,物品,補正值,更新:(物品::物品Ｂ.補正值)(7),Item.bonus,数字,补正值,—,T3,外置仓,lwn_scn_attr,同前缀,3
属性,物品,鑑定標誌,更新:(物品::物品Ａ.鑑定標誌)(已鑑定),Item.appraised,布尔,鑑定標誌（TK5 拼写：已鑑定 / 1 → true/false）,—,T3,外置仓,lwn_scn_attr,同前缀,29
属性,町,商人司,代入勢力Ａ:(町::町Ａ.商人司),Settlement.merchant_office,对象:王国,商人司,—,T3,外置仓,lwn_scn_attr,同前缀,1
属性,町,曾經訪問,調查:(町::那覇.曾經訪問)==(真偽::偽),Settlement.visited,布尔,曾经访问,—,T3,外置仓,lwn_scn_attr,同前缀,4
属性,町,道場主人,調查:(町::町Ａ.道場主人)==(人物::剣術的師範),Settlement.dojo_owner,对象:人物,道场主人,—,T3,外置仓,lwn_scn_attr,同前缀,52
属性,町,道場２主人,更新:(町::奈良.道場２主人)(人物::柳生石舟齋),Settlement.dojo_owner_2,对象:人物,道場２主人,—,T3,外置仓,lwn_scn_attr,同前缀,9
属性,砦,大型船舶数,代入ｃ:(砦::砦Ｃ.大型船舶数)/(2),Settlement.vessels_large,数字,大型船舶数,—,T3,外置仓,lwn_scn_attr,同前缀,25
属性,砦,所有船舶数,代入ｃ:(砦::砦Ｃ.所有船舶数)/(2),Settlement.vessels,数字,船舶,—,T3,外置仓,lwn_scn_attr,无对应 → 外置数值（随海战扩展） / set_attr,27
属性,砦,鐵甲船数,調查:(砦::十三湊.鐵甲船数)==(0),Settlement.vessels_ironclad,数字,鐵甲船数,—,T3,外置仓,lwn_scn_attr,同前缀,77
属性,砦 / 里,主人,代入人物Ｅ:(里::里Ｅ.主人),Settlement.owner,对象:人物,归属/城主,—,T1,引擎,无,`settlement.OwnerClan.Leader` / 引擎写,2
属性,軍團,27,調查:(軍團::軍團１.27)==(城::城Ｂ),Army.attr_27,对象:据点,军团目标据点槽（== 城::X / 據點::X）,—,T3,外置仓,lwn_scn_attr,编号字段原样保留,62
属性,軍團,28,更新:(軍團::主人公軍團.28)(10000),Army.attr_28,数字,军团数值槽（赋 10000 / 30000，军资金形态）,—,T3,外置仓,lwn_scn_attr,编号字段原样保留,5
属性,軍團,8,調查:(軍團::主人公軍團.8)==(軍團方針::歸還),Army.attr_8,枚举:軍團方針,军团方针位（== 軍團方針::歸還；軍團方針 的数字位别名）,—,T3,外置仓,lwn_scn_attr,编号字段原样保留,19
属性,軍團,使用狀況,調查:(軍團::事件用１軍團.使用狀況)==(0),Army.state,数字,登场状态,—,T3,外置仓,lwn_scn_attr,02 受控部队集合的状态位 / set_attr,475
属性,軍團,士兵數,調查:(軍團::軍團２.士兵數)>=(1500),Army.troops,数字,兵数,—,T3,02战略,lwn_scn_attr,同前缀,15
属性,軍團,援軍對象軍團番號,調查:(軍團::主人公軍團.援軍對象軍團番號)==(軍團::軍團Ａ),Army.reinforce_id,对象:部队,援军军团番号,—,T3,02战略,lwn_scn_attr,同前缀,16
属性,軍團,武將２,代入人物Ｄ:(軍團::主人公軍團.武將２),Army.general_2,对象:人物,武將２,—,T3,02战略,lwn_scn_attr,同前缀,368
属性,軍團,武將３,代入人物Ｂ:(軍團::軍團１.武將３),Army.general_3,对象:人物,武將３,—,T3,02战略,lwn_scn_attr,同前缀,88
属性,軍團,武將４,調查:(軍團::軍團２.武將４)==(人物::山中鹿介),Army.general_4,对象:人物,武將４,—,T3,02战略,lwn_scn_attr,同前缀,24
